latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
23.14005,77.43683,316.87,1.01,1.01,2026-04-05,404,Terra,MODIS,48,6.1NRT,303.26,5.73,D
23.14431,77.40813,319.32,1.01,1.01,2026-04-05,404,Terra,MODIS,60,6.1NRT,303.08,7.21,D
23.14572,77.39857,322.25,1.01,1.01,2026-04-05,404,Terra,MODIS,68,6.1NRT,304.03,9.74,D
23.1502,75.73595,327.5,1.02,1.01,2026-04-05,404,Terra,MODIS,76,6.1NRT,305.68,15.03,D
23.15905,75.73733,320.15,1.02,1.01,2026-04-05,404,Terra,MODIS,45,6.1NRT,306.12,7.13,D
23.16746,75.60976,317.68,1.03,1.01,2026-04-05,404,Terra,MODIS,34,6.1NRT,305.21,5.99,D
23.16886,76.97721,322.8,1,1,2026-04-05,404,Terra,MODIS,68,6.1NRT,306.29,9.49,D
23.2088,75.50639,318.91,1.04,1.02,2026-04-05,404,Terra,MODIS,57,6.1NRT,304.96,7.01,D
23.20931,76.10509,319.54,1.01,1,2026-04-05,404,Terra,MODIS,54,6.1NRT,304.76,6.63,D
23.21065,76.09555,318.3,1.01,1,2026-04-05,404,Terra,MODIS,48,6.1NRT,306.56,5.38,D
23.25851,75.13933,325.24,1.06,1.03,2026-04-05,404,Terra,MODIS,72,6.1NRT,306.99,13.97,D
23.27479,77.21124,319.38,1.01,1,2026-04-05,404,Terra,MODIS,59,6.1NRT,305.93,6.26,D
23.28527,76.09399,319.94,1.01,1,2026-04-05,404,Terra,MODIS,56,6.1NRT,307.04,6.34,D
23.2866,76.08443,321.88,1.01,1,2026-04-05,404,Terra,MODIS,66,6.1NRT,306.7,8.45,D
23.29382,75.15131,318.42,1.06,1.03,2026-04-05,404,Terra,MODIS,48,6.1NRT,304.05,6.71,D
23.29515,75.14126,317.68,1.06,1.03,2026-04-05,404,Terra,MODIS,47,6.1NRT,304.05,5.9,D
23.31165,76.09818,328.46,1.01,1,2026-04-05,404,Terra,MODIS,77,6.1NRT,306.58,16.14,D
23.34387,73.29449,319.63,1.3,1.13,2026-04-05,404,Terra,MODIS,64,6.1NRT,305.73,8.92,D
23.38226,76.8407,319.9,1,1,2026-04-05,404,Terra,MODIS,41,6.1NRT,307.05,6.02,D
23.3826,76.05717,318.43,1.01,1.01,2026-04-05,404,Terra,MODIS,55,6.1NRT,307.39,5.77,D
23.39592,75.7637,317.59,1.02,1.01,2026-04-05,404,Terra,MODIS,50,6.1NRT,304.82,5.59,D
23.39725,75.75399,320.68,1.02,1.01,2026-04-05,404,Terra,MODIS,63,6.1NRT,305.76,8.58,D
23.40059,76.52382,321.68,1,1,2026-04-05,404,Terra,MODIS,66,6.1NRT,307.08,8.44,D
23.41137,75.91437,323.58,1.02,1.01,2026-04-05,404,Terra,MODIS,69,6.1NRT,307.39,10.84,D
23.4268,76.07999,322.13,1.01,1.01,2026-04-05,404,Terra,MODIS,66,6.1NRT,307.95,8.47,D
23.42685,76.52808,322.22,1,1,2026-04-05,404,Terra,MODIS,63,6.1NRT,306.06,9.19,D
23.4449,76.33666,321.18,1,1,2026-04-05,404,Terra,MODIS,65,6.1NRT,308.72,6.53,D
23.46466,76.06639,320.05,1.01,1.01,2026-04-05,404,Terra,MODIS,61,6.1NRT,308.24,5.9,D
23.47753,75.84193,322.04,1.02,1.01,2026-04-05,404,Terra,MODIS,65,6.1NRT,307.97,7.91,D
23.51157,75.85713,326.47,1.02,1.01,2026-04-05,404,Terra,MODIS,74,6.1NRT,306.78,13.16,D
23.5129,75.84745,318.73,1.02,1.01,2026-04-05,404,Terra,MODIS,51,6.1NRT,306.07,4.98,D
23.53016,75.52087,321.62,1.04,1.02,2026-04-05,404,Terra,MODIS,65,6.1NRT,305.36,7.96,D
23.54037,75.85822,320.2,1.02,1.01,2026-04-05,404,Terra,MODIS,61,6.1NRT,305.72,7.56,D
11.19894,77.27966,310.67,1.3,1.13,2026-04-05,406,Terra,MODIS,43,6.1NRT,279.3,6.53,D
15.91374,95.55188,324.17,1.01,1.01,2026-04-05,850,Aqua,MODIS,66,6.1NRT,304.82,10.02,D
15.97966,95.48843,319.97,1.01,1,2026-04-05,850,Aqua,MODIS,34,6.1NRT,302.98,6.86,D
16.04296,94.23293,317.37,1.01,1,2026-04-05,850,Aqua,MODIS,29,6.1NRT,303.41,7.11,D
16.1642,95.55013,325.02,1.01,1.01,2026-04-05,850,Aqua,MODIS,72,6.1NRT,307.56,9.89,D
16.16906,95.52126,323.85,1.01,1.01,2026-04-05,850,Aqua,MODIS,44,6.1NRT,306.08,8.32,D
16.17849,94.4658,320.93,1,1,2026-04-05,850,Aqua,MODIS,65,6.1NRT,306.44,6.81,D
16.20462,95.58137,330.4,1.02,1.01,2026-04-05,850,Aqua,MODIS,79,6.1NRT,307.51,15.94,D
16.20594,95.59055,325.72,1.02,1.01,2026-04-05,850,Aqua,MODIS,73,6.1NRT,307.39,10.14,D
16.20851,94.34299,315.69,1.01,1,2026-04-05,850,Aqua,MODIS,45,6.1NRT,301.7,7.3,D
16.22,95.62598,326.69,1.02,1.01,2026-04-05,850,Aqua,MODIS,74,6.1NRT,307.99,11.78,D
16.25891,94.24509,318.74,1.01,1,2026-04-05,850,Aqua,MODIS,58,6.1NRT,302.13,9.85,D
16.261,95.58565,327.16,1.02,1.01,2026-04-05,850,Aqua,MODIS,75,6.1NRT,306.16,13.94,D
16.27313,94.28009,320.61,1.01,1,2026-04-05,850,Aqua,MODIS,66,6.1NRT,298.51,12.09,D
16.27336,95.54615,322.7,1.02,1.01,2026-04-05,850,Aqua,MODIS,68,6.1NRT,306.42,9.42,D
16.2809,95.86268,322.07,1.03,1.01,2026-04-05,850,Aqua,MODIS,64,6.1NRT,304.49,8.65,D
16.28223,95.87201,333.04,1.03,1.01,2026-04-05,850,Aqua,MODIS,82,6.1NRT,304.58,22.69,D
16.28356,95.88134,319.71,1.03,1.01,2026-04-05,850,Aqua,MODIS,50,6.1NRT,304.22,5.87,D
16.32625,95.98385,321.06,1.04,1.02,2026-04-05,850,Aqua,MODIS,54,6.1NRT,304.94,6.59,D
16.33401,95.78212,321.73,1.03,1.01,2026-04-05,850,Aqua,MODIS,64,6.1NRT,304.84,9.08,D
16.3393,95.81933,322.69,1.03,1.01,2026-04-05,850,Aqua,MODIS,66,6.1NRT,306.34,8.83,D
16.35195,94.38831,315.62,1,1,2026-04-05,850,Aqua,MODIS,32,6.1NRT,302.2,5.65,D
16.36389,95.40363,318.54,1.01,1,2026-04-05,850,Aqua,MODIS,55,6.1NRT,304.5,6.66,D
16.37572,95.48607,328.75,1.01,1.01,2026-04-05,850,Aqua,MODIS,77,6.1NRT,305.32,17.59,D
16.38452,95.0967,317.8,1,1,2026-04-05,850,Aqua,MODIS,52,6.1NRT,304.46,6.89,D
16.39153,95.40865,322.74,1.01,1.01,2026-04-05,850,Aqua,MODIS,68,6.1NRT,305.15,10.97,D
16.40253,95.54763,331.4,1.02,1.01,2026-04-05,850,Aqua,MODIS,80,6.1NRT,305.29,20.08,D
16.40955,95.4714,320.21,1.01,1.01,2026-04-05,850,Aqua,MODIS,61,6.1NRT,305.42,7.2,D
16.41133,95.54626,325.3,1.02,1.01,2026-04-05,850,Aqua,MODIS,72,6.1NRT,305.35,12.92,D
16.43425,95.76959,319.26,1.03,1.01,2026-04-05,850,Aqua,MODIS,56,6.1NRT,303.99,7.7,D
16.43734,95.66481,319.93,1.02,1.01,2026-04-05,850,Aqua,MODIS,60,6.1NRT,304.79,7.91,D
16.44487,95.51649,320.45,1.02,1.01,2026-04-05,850,Aqua,MODIS,62,6.1NRT,305.23,8.01,D
16.46715,95.67333,317.28,1.02,1.01,2026-04-05,850,Aqua,MODIS,44,6.1NRT,304.13,4.97,D
16.48836,95.63221,325.97,1.02,1.01,2026-04-05,850,Aqua,MODIS,73,6.1NRT,306.51,13.77,D
16.48968,95.64146,324.26,1.02,1.01,2026-04-05,850,Aqua,MODIS,70,6.1NRT,305.67,11.56,D
16.52177,95.21716,319.51,1.01,1,2026-04-05,850,Aqua,MODIS,44,6.1NRT,305.64,8.62,D
16.52762,95.65447,325.31,1.02,1.01,2026-04-05,850,Aqua,MODIS,72,6.1NRT,305.28,12.19,D
16.52894,95.66373,326.56,1.02,1.01,2026-04-05,850,Aqua,MODIS,74,6.1NRT,306.08,13.41,D
16.52939,95.73006,319.04,1.03,1.01,2026-04-05,850,Aqua,MODIS,39,6.1NRT,303.83,6.49,D
16.53071,95.73935,331.6,1.03,1.01,2026-04-05,850,Aqua,MODIS,76,6.1NRT,303.42,21.31,D
16.53755,94.93958,317.53,1,1,2026-04-05,850,Aqua,MODIS,51,6.1NRT,305.19,6.3,D
16.54309,95.61708,319.31,1.02,1.01,2026-04-05,850,Aqua,MODIS,57,6.1NRT,305.29,6.91,D
16.54487,95.77522,319.93,1.03,1.01,2026-04-05,850,Aqua,MODIS,58,6.1NRT,304.13,7.8,D
16.55993,95.48248,321.93,1.02,1.01,2026-04-05,850,Aqua,MODIS,66,6.1NRT,305.33,8.98,D
16.56124,95.49168,317.75,1.02,1.01,2026-04-05,850,Aqua,MODIS,46,6.1NRT,304.77,4.69,D
16.56519,95.51929,319.42,1.02,1.01,2026-04-05,850,Aqua,MODIS,58,6.1NRT,305.79,6.56,D
16.56758,94.65669,322.31,1,1,2026-04-05,850,Aqua,MODIS,68,6.1NRT,305.49,9.38,D
16.56872,95.4811,326.8,1.02,1.01,2026-04-05,850,Aqua,MODIS,74,6.1NRT,305.95,14.41,D
16.57587,96.57872,324.11,1.09,1.04,2026-04-05,850,Aqua,MODIS,69,6.1NRT,306.1,9.21,D
16.57726,96.58862,323.81,1.09,1.04,2026-04-05,850,Aqua,MODIS,68,6.1NRT,305.92,9.02,D
16.58941,96.35062,324.02,1.07,1.03,2026-04-05,850,Aqua,MODIS,69,6.1NRT,305.6,8.07,D
16.59292,95.52438,327.56,1.02,1.01,2026-04-05,850,Aqua,MODIS,76,6.1NRT,305.99,15.44,D
16.59424,95.53359,323.57,1.02,1.01,2026-04-05,850,Aqua,MODIS,69,6.1NRT,304.76,10.3,D
16.61384,94.64268,317.99,1,1,2026-04-05,850,Aqua,MODIS,59,6.1NRT,305.08,6.16,D
16.61502,95.4777,323.49,1.02,1.01,2026-04-05,850,Aqua,MODIS,69,6.1NRT,304.77,11.19,D
16.61715,95.56775,323,1.02,1.01,2026-04-05,850,Aqua,MODIS,68,6.1NRT,304.57,9.64,D
16.61848,95.57699,325,1.02,1.01,2026-04-05,850,Aqua,MODIS,72,6.1NRT,304.39,12.37,D
16.62512,95.62324,326.06,1.02,1.01,2026-04-05,850,Aqua,MODIS,73,6.1NRT,305.68,13.65,D
16.65679,95.51826,320.95,1.02,1.01,2026-04-05,850,Aqua,MODIS,63,6.1NRT,303.92,8.17,D
16.66074,95.35787,332.57,1.01,1.01,2026-04-05,850,Aqua,MODIS,81,6.1NRT,309.21,17.42,D
16.66206,95.36703,323.33,1.01,1.01,2026-04-05,850,Aqua,MODIS,38,6.1NRT,307.75,6.09,D
16.69935,95.35451,321.86,1.01,1.01,2026-04-05,850,Aqua,MODIS,35,6.1NRT,307.33,5.98,D
16.70723,95.40958,328.61,1.01,1.01,2026-04-05,850,Aqua,MODIS,70,6.1NRT,310.59,14.06,D
16.70892,95.4846,322.11,1.02,1.01,2026-04-05,850,Aqua,MODIS,51,6.1NRT,307.78,7.7,D
16.71023,95.49382,326.97,1.02,1.01,2026-04-05,850,Aqua,MODIS,74,6.1NRT,307.61,12.77,D
16.71601,95.40821,326.13,1.01,1.01,2026-04-05,850,Aqua,MODIS,56,6.1NRT,309.04,10.04,D
16.71817,95.17386,318.79,1.01,1,2026-04-05,850,Aqua,MODIS,48,6.1NRT,305.07,6.71,D
16.8227,95.71334,322.49,1.03,1.01,2026-04-05,850,Aqua,MODIS,67,6.1NRT,303.05,12.92,D
16.82698,94.95808,317.03,1,1,2026-04-05,850,Aqua,MODIS,51,6.1NRT,302.75,7.43,D
16.87082,95.32458,328.06,1.01,1.01,2026-04-05,850,Aqua,MODIS,76,6.1NRT,306,14.46,D
16.87663,95.76617,318.03,1.03,1.02,2026-04-05,850,Aqua,MODIS,46,6.1NRT,304.33,7.59,D
16.87887,95.718,323.11,1.03,1.01,2026-04-05,850,Aqua,MODIS,68,6.1NRT,302.79,14.37,D
16.8802,95.72736,334.3,1.03,1.01,2026-04-05,850,Aqua,MODIS,83,6.1NRT,303,28.63,D
16.88707,95.31264,328.47,1.01,1.01,2026-04-05,850,Aqua,MODIS,77,6.1NRT,307.49,15.74,D
16.88919,95.45345,319.37,1.02,1.01,2026-04-05,850,Aqua,MODIS,36,6.1NRT,305.99,5.63,D
16.9103,95.22462,325.88,1.01,1,2026-04-05,850,Aqua,MODIS,74,6.1NRT,303.86,15.32,D
16.91868,95.34523,322.12,1.01,1.01,2026-04-05,850,Aqua,MODIS,66,6.1NRT,307.57,8.71,D
16.94063,95.62545,323.86,1.03,1.01,2026-04-05,850,Aqua,MODIS,42,6.1NRT,307.03,10.6,D
17.04481,94.93897,322.18,1,1,2026-04-05,850,Aqua,MODIS,66,6.1NRT,304.84,10.27,D
17.06413,95.01045,319.77,1,1,2026-04-05,850,Aqua,MODIS,59,6.1NRT,304.84,7.79,D
17.09535,94.96257,316.84,1,1,2026-04-05,850,Aqua,MODIS,36,6.1NRT,304.23,4.95,D
17.10946,95.57734,323.75,1.03,1.01,2026-04-05,850,Aqua,MODIS,69,6.1NRT,308.55,10.13,D
17.11283,94.95979,326.63,1,1,2026-04-05,850,Aqua,MODIS,74,6.1NRT,305.44,14.7,D
17.12194,96.13371,319.08,1.06,1.03,2026-04-05,850,Aqua,MODIS,25,6.1NRT,304.05,5.6,D
17.13156,95.47889,320.17,1.02,1.01,2026-04-05,850,Aqua,MODIS,40,6.1NRT,304.84,7.63,D
17.132,95.54528,320.07,1.02,1.01,2026-04-05,850,Aqua,MODIS,54,6.1NRT,306.75,6.45,D
17.13332,95.55458,319.33,1.02,1.01,2026-04-05,850,Aqua,MODIS,42,6.1NRT,306.05,5.37,D
17.13721,94.88136,323.3,1,1,2026-04-05,850,Aqua,MODIS,0,6.1NRT,305.63,10.31,D
17.13853,94.89046,324.62,1,1,2026-04-05,850,Aqua,MODIS,54,6.1NRT,305.84,11.99,D
17.14038,94.96471,318.98,1,1,2026-04-05,850,Aqua,MODIS,56,6.1NRT,304.19,7.46,D
17.29119,94.85368,321.9,1,1,2026-04-05,850,Aqua,MODIS,65,6.1NRT,305.1,9.47,D
17.4386,94.78037,329.42,1,1,2026-04-05,850,Aqua,MODIS,78,6.1NRT,300.74,22.87,D
17.43992,94.78947,388.3,1,1,2026-04-05,850,Aqua,MODIS,100,6.1NRT,305.29,185.4,D
17.55583,96.26546,324.91,1.08,1.04,2026-04-05,850,Aqua,MODIS,68,6.1NRT,304.49,12.93,D
17.55718,96.27536,331.84,1.08,1.04,2026-04-05,850,Aqua,MODIS,81,6.1NRT,305.54,22.35,D
17.55969,95.06045,321.63,1.01,1,2026-04-05,850,Aqua,MODIS,63,6.1NRT,306.19,7.4,D
17.61114,95.08323,323.37,1.01,1,2026-04-05,850,Aqua,MODIS,60,6.1NRT,307.05,7.3,D
17.64163,96.62171,322.55,1.12,1.06,2026-04-05,850,Aqua,MODIS,62,6.1NRT,305.89,8.84,D
17.6486,94.58515,318.75,1,1,2026-04-05,850,Aqua,MODIS,47,6.1NRT,301.09,9.27,D
17.64993,94.59426,319.72,1,1,2026-04-05,850,Aqua,MODIS,58,6.1NRT,301.63,10.06,D
17.65526,94.63069,319.92,1,1,2026-04-05,850,Aqua,MODIS,59,6.1NRT,299.97,11.75,D
17.67064,96.23217,318.3,1.08,1.04,2026-04-05,850,Aqua,MODIS,54,6.1NRT,303.34,6.98,D
17.74219,96.97369,325.59,1.17,1.08,2026-04-05,850,Aqua,MODIS,74,6.1NRT,303.04,19.1,D
17.74358,96.98426,319.31,1.17,1.08,2026-04-05,850,Aqua,MODIS,58,6.1NRT,301.99,11.32,D
17.91984,94.66245,335.16,1,1,2026-04-05,850,Aqua,MODIS,84,6.1NRT,302.02,30.1,D
17.92116,94.67156,322.55,1,1,2026-04-05,850,Aqua,MODIS,67,6.1NRT,300.66,14.38,D
17.92856,94.66102,328.96,1,1,2026-04-05,850,Aqua,MODIS,77,6.1NRT,301.15,21.55,D
17.92989,94.67014,316.77,1,1,2026-04-05,850,Aqua,MODIS,36,6.1NRT,300.12,8.6,D
18.10245,95.81613,324.12,1.05,1.03,2026-04-05,850,Aqua,MODIS,72,6.1NRT,304.79,9.62,D
18.12149,94.96472,322.07,1.01,1,2026-04-05,850,Aqua,MODIS,67,6.1NRT,303.77,10.02,D
18.19672,95.11382,325.68,1.02,1.01,2026-04-05,850,Aqua,MODIS,59,6.1NRT,308.72,7.68,D
18.22971,96.95553,325.21,1.18,1.08,2026-04-05,850,Aqua,MODIS,69,6.1NRT,298.64,22,D
18.23108,96.96585,321.52,1.18,1.08,2026-04-05,850,Aqua,MODIS,66,6.1NRT,300.57,17.28,D
18.29527,95.9414,320.84,1.07,1.03,2026-04-05,850,Aqua,MODIS,59,6.1NRT,300.63,11.13,D
18.29664,95.95123,324.52,1.07,1.03,2026-04-05,850,Aqua,MODIS,72,6.1NRT,300.34,16.39,D
18.30228,96.395,326.02,1.11,1.05,2026-04-05,850,Aqua,MODIS,73,6.1NRT,303.44,17.69,D
18.35789,96.94207,339.07,1.18,1.08,2026-04-05,850,Aqua,MODIS,88,6.1NRT,304.24,43.91,D
18.35934,96.95284,378.94,1.19,1.08,2026-04-05,850,Aqua,MODIS,100,6.1NRT,306.07,181.82,D
18.38817,95.41563,324.88,1.03,1.02,2026-04-05,850,Aqua,MODIS,72,6.1NRT,307.62,7.1,D
18.56154,96.7524,347.97,1.16,1.07,2026-04-05,850,Aqua,MODIS,93,6.1NRT,304.8,60.62,D
18.57686,96.18467,319.73,1.1,1.04,2026-04-05,850,Aqua,MODIS,60,6.1NRT,301.86,10.43,D
18.59787,96.20207,344.39,1.1,1.05,2026-04-05,850,Aqua,MODIS,91,6.1NRT,302.99,48.74,D
18.59923,96.21204,327.88,1.1,1.05,2026-04-05,850,Aqua,MODIS,76,6.1NRT,301.85,20.47,D
18.61252,96.24104,318.13,1.1,1.05,2026-04-05,850,Aqua,MODIS,52,6.1NRT,302.44,8.3,D
18.67026,94.80193,323.35,1.01,1,2026-04-05,850,Aqua,MODIS,69,6.1NRT,303.79,12.41,D
18.69212,94.58184,326.71,1,1,2026-04-05,850,Aqua,MODIS,74,6.1NRT,299.47,18.48,D
18.69347,94.59109,385.75,1,1,2026-04-05,850,Aqua,MODIS,100,6.1NRT,302.22,172.57,D
18.70402,94.33975,326.96,1,1,2026-04-05,850,Aqua,MODIS,38,6.1NRT,302.28,14.24,D
18.70536,94.3489,345.98,1,1,2026-04-05,850,Aqua,MODIS,92,6.1NRT,300.77,43.77,D
18.71032,96.20905,321.82,1.1,1.05,2026-04-05,850,Aqua,MODIS,65,6.1NRT,302.68,11.69,D
18.7114,94.32915,324.21,1,1,2026-04-05,850,Aqua,MODIS,50,6.1NRT,303.46,10.73,D
18.71274,94.33831,336.18,1,1,2026-04-05,850,Aqua,MODIS,85,6.1NRT,302.87,26.68,D
18.71408,94.34745,325.9,1,1,2026-04-05,850,Aqua,MODIS,31,6.1NRT,300.71,13.34,D
18.72938,94.51376,318.02,1,1,2026-04-05,850,Aqua,MODIS,49,6.1NRT,296.97,9.67,D
18.73072,94.52295,333.84,1,1,2026-04-05,850,Aqua,MODIS,83,6.1NRT,298.96,28.21,D
18.73633,95.73447,325.13,1.06,1.03,2026-04-05,850,Aqua,MODIS,73,6.1NRT,307.68,7.92,D
18.73767,95.74416,331.25,1.06,1.03,2026-04-05,850,Aqua,MODIS,81,6.1NRT,307.79,16.25,D
18.75564,95.74139,326.22,1.06,1.03,2026-04-05,850,Aqua,MODIS,75,6.1NRT,307.97,9.39,D
18.75693,94.51881,349.49,1,1,2026-04-05,850,Aqua,MODIS,94,6.1NRT,300.44,55,D
18.76365,96.81565,336.44,1.18,1.08,2026-04-05,850,Aqua,MODIS,86,6.1NRT,300.1,41.6,D
18.77309,96.81432,355.88,1.18,1.08,2026-04-05,850,Aqua,MODIS,98,6.1NRT,300.42,89.28,D
18.77325,95.86768,331.5,1.07,1.03,2026-04-05,850,Aqua,MODIS,81,6.1NRT,303.35,24.14,D
18.78375,95.47438,336.04,1.04,1.02,2026-04-05,850,Aqua,MODIS,85,6.1NRT,307.7,22.57,D
18.78509,95.48395,326.82,1.04,1.02,2026-04-05,850,Aqua,MODIS,75,6.1NRT,307.04,9.95,D
18.7919,94.36561,344.95,1,1,2026-04-05,850,Aqua,MODIS,91,6.1NRT,304.02,45.56,D
18.79323,94.37475,323.02,1,1,2026-04-05,850,Aqua,MODIS,67,6.1NRT,301.37,12.93,D
18.80062,94.36418,318.33,1,1,2026-04-05,850,Aqua,MODIS,16,6.1NRT,301.32,7.91,D
18.81808,94.36133,319.36,1,1,2026-04-05,850,Aqua,MODIS,45,6.1NRT,303.44,7.99,D
18.81941,94.37049,342.14,1,1,2026-04-05,850,Aqua,MODIS,89,6.1NRT,303.06,37.86,D
18.83755,94.31122,326.89,1,1,2026-04-05,850,Aqua,MODIS,74,6.1NRT,304.22,15.25,D
18.85598,94.35893,328.68,1,1,2026-04-05,850,Aqua,MODIS,77,6.1NRT,302.2,19.47,D
18.85732,94.3681,318.16,1,1,2026-04-05,850,Aqua,MODIS,44,6.1NRT,301.14,8.59,D
18.86539,94.30105,320.63,1,1,2026-04-05,850,Aqua,MODIS,57,6.1NRT,304.31,7.3,D
18.86673,94.31022,319.89,1,1,2026-04-05,850,Aqua,MODIS,57,6.1NRT,303.7,6.97,D
18.88216,94.35464,319.73,1,1,2026-04-05,850,Aqua,MODIS,52,6.1NRT,301.49,8.5,D
18.89088,94.35321,321.22,1,1,2026-04-05,850,Aqua,MODIS,60,6.1NRT,301.01,10.15,D
18.90162,94.30448,332.04,1,1,2026-04-05,850,Aqua,MODIS,81,6.1NRT,302.1,20.09,D
18.90297,94.31366,344.63,1,1,2026-04-05,850,Aqua,MODIS,91,6.1NRT,304.2,40.89,D
18.91035,94.30305,367.74,1,1,2026-04-05,850,Aqua,MODIS,100,6.1NRT,304.05,98.26,D
18.91169,94.31223,451.31,1,1,2026-04-05,850,Aqua,MODIS,100,6.1NRT,312.43,718.44,D
18.91303,94.32139,319.17,1,1,2026-04-05,850,Aqua,MODIS,51,6.1NRT,301.43,7.37,D
18.91933,95.72341,322.37,1.06,1.03,2026-04-05,850,Aqua,MODIS,68,6.1NRT,306.1,6.81,D
18.96534,94.28739,326.28,1,1,2026-04-05,850,Aqua,MODIS,64,6.1NRT,303.35,13.37,D
18.96802,94.30576,323.32,1,1,2026-04-05,850,Aqua,MODIS,43,6.1NRT,304.34,9.57,D
18.96936,94.31495,323.89,1,1,2026-04-05,850,Aqua,MODIS,53,6.1NRT,305.08,10.79,D
18.97635,93.80024,317.86,1,1,2026-04-05,850,Aqua,MODIS,45,6.1NRT,303.85,5.32,D
18.97675,94.30434,332.62,1,1,2026-04-05,850,Aqua,MODIS,77,6.1NRT,306.4,19.62,D
18.99105,94.92265,327.46,1.01,1.01,2026-04-05,850,Aqua,MODIS,75,6.1NRT,308.37,9.93,D
18.99238,94.93197,338.05,1.02,1.01,2026-04-05,850,Aqua,MODIS,86,6.1NRT,308.5,24.79,D
19.0121,95.72227,324.27,1.06,1.03,2026-04-05,850,Aqua,MODIS,71,6.1NRT,305.91,11.07,D
19.03545,94.26081,326.16,1,1,2026-04-05,850,Aqua,MODIS,71,6.1NRT,305.78,13.7,D
19.03679,94.26999,320.58,1,1,2026-04-05,850,Aqua,MODIS,51,6.1NRT,305.07,8.12,D
19.03905,95.65261,344.81,1.06,1.03,2026-04-05,850,Aqua,MODIS,91,6.1NRT,307.46,41.27,D
19.04417,94.25937,319.1,1,1,2026-04-05,850,Aqua,MODIS,19,6.1NRT,304.2,7.21,D
19.04935,95.66086,320.52,1.06,1.03,2026-04-05,850,Aqua,MODIS,40,6.1NRT,304.51,5.37,D
19.05425,96.37317,325.24,1.13,1.06,2026-04-05,850,Aqua,MODIS,72,6.1NRT,306.17,11.82,D
19.0578,96.12115,330.35,1.1,1.05,2026-04-05,850,Aqua,MODIS,79,6.1NRT,302.47,22.49,D
19.05948,94.05943,324.24,1,1,2026-04-05,850,Aqua,MODIS,0,6.1NRT,304.72,11.48,D
19.06084,94.06861,323.51,1,1,2026-04-05,850,Aqua,MODIS,46,6.1NRT,306.49,10.78,D
19.07487,94.92165,330.09,1.02,1.01,2026-04-05,850,Aqua,MODIS,78,6.1NRT,307.22,14.47,D
19.07668,95.52814,330.04,1.05,1.02,2026-04-05,850,Aqua,MODIS,79,6.1NRT,307.53,14.32,D
19.07772,94.24445,339.95,1,1,2026-04-05,850,Aqua,MODIS,88,6.1NRT,304.4,34.65,D
19.07907,94.25363,348.36,1,1,2026-04-05,850,Aqua,MODIS,93,6.1NRT,303.76,50.52,D
19.08561,95.52673,344.03,1.05,1.02,2026-04-05,850,Aqua,MODIS,91,6.1NRT,307.98,38.13,D
19.08645,94.24302,327.68,1,1,2026-04-05,850,Aqua,MODIS,75,6.1NRT,304.03,17.31,D
19.08695,95.53634,328.52,1.05,1.02,2026-04-05,850,Aqua,MODIS,74,6.1NRT,306.4,13.03,D
19.08779,94.2522,317.67,1,1,2026-04-05,850,Aqua,MODIS,38,6.1NRT,303.17,7.28,D
19.09157,96.09531,346.79,1.1,1.05,2026-04-05,850,Aqua,MODIS,92,6.1NRT,302.37,52.41,D
19.09298,96.10545,318.32,1.1,1.05,2026-04-05,850,Aqua,MODIS,46,6.1NRT,301.95,6.43,D
19.09991,94.90808,326.46,1.02,1.01,2026-04-05,850,Aqua,MODIS,73,6.1NRT,308.12,11.01,D
19.10124,94.9174,322.81,1.02,1.01,2026-04-05,850,Aqua,MODIS,66,6.1NRT,306.91,6.78,D
19.11404,95.45679,324.57,1.05,1.02,2026-04-05,850,Aqua,MODIS,53,6.1NRT,304.93,8.86,D
19.12975,96.32426,321.76,1.13,1.06,2026-04-05,850,Aqua,MODIS,64,6.1NRT,304.82,7.09,D
19.13398,95.80758,340.18,1.07,1.03,2026-04-05,850,Aqua,MODIS,88,6.1NRT,305.33,36.67,D
19.13533,95.81734,328.66,1.07,1.03,2026-04-05,850,Aqua,MODIS,77,6.1NRT,304.1,18.72,D
19.14803,94.98071,337.59,1.02,1.01,2026-04-05,850,Aqua,MODIS,86,6.1NRT,307.57,25.26,D
19.14936,94.9901,326.62,1.02,1.01,2026-04-05,850,Aqua,MODIS,73,6.1NRT,307.27,9.33,D
19.1518,94.81783,326.94,1.01,1.01,2026-04-05,850,Aqua,MODIS,63,6.1NRT,307.45,9.37,D
19.15286,95.53927,330.75,1.05,1.02,2026-04-05,850,Aqua,MODIS,80,6.1NRT,306.03,17.06,D
19.15313,94.82713,330.95,1.01,1.01,2026-04-05,850,Aqua,MODIS,79,6.1NRT,307.28,14.38,D
19.15641,95.49923,334.8,1.05,1.02,2026-04-05,850,Aqua,MODIS,84,6.1NRT,305.6,22.72,D
19.16057,94.81639,324.72,1.01,1.01,2026-04-05,850,Aqua,MODIS,55,6.1NRT,307.39,7.18,D
19.1619,94.82568,326.5,1.01,1.01,2026-04-05,850,Aqua,MODIS,72,6.1NRT,306.78,9.28,D
19.16556,96.17154,317.64,1.11,1.05,2026-04-05,850,Aqua,MODIS,45,6.1NRT,297.53,7.78,D
19.16698,96.18189,321.69,1.11,1.05,2026-04-05,850,Aqua,MODIS,64,6.1NRT,301.47,12.28,D
